name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,price_per_kilometer
Volvo XC40 D4 Inscription BSIV,6,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190,5.0,211111.11111111112
Toyota Camry 2.5 Hybrid,9,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,104384.13361169102
Maruti Wagon R LXI,12,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,10325.837540156035
Maruti Baleno Alpha 1.3,7,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74,5.0,27017.15954728003
Honda Jazz VX,9,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,30219.78021978022
Toyota Innova 2.5 VX (Diesel) 7 Seater,12,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,57736.72055427251
Maruti Swift AMT VVT VXI,6,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,29545.454545454544
Toyota Etios VX,8,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,37246.722288438614
Maruti Swift AMT ZXI,7,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,27272.727272727272
Hyundai Grand i10 1.2 CRDi Sportz,8,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,18750.0
Honda Amaze V CVT Petrol BSIV,6,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,41000.0
Skoda Rapid 1.6 MPI AT Elegance,9,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,45104.895104895106
Volvo V40 D3 R-Design,7,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150,5.0,147321.42857142858
Hyundai Xcent 1.1 CRDi S,9,380000,80000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71,5.0,15573.77049180328
Tata New Safari DICOR 2.2 EX 4x2,14,300000,120000,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,25929.127052722557
Maruti Alto 800 LXI Anniversary Edition,11,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10554.089709762533
Maruti Swift VDI,14,325000,70000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74,5.0,14192.139737991267
Mahindra KUV 100 mFALCON D75 K6,9,400000,130000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77,6.0,15797.788309636651
Renault Lodgy Stepway 85PS RXZ 8S,8,800000,50000,Diesel,Individual,Manual,First Owner,21.04,1461.0,83.8,8.0,38022.81368821293
Ford EcoSport 1.5 Diesel Titanium BSIV,7,950000,80000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,41304.34782608696
Maruti Swift VDI,12,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248.0,74,5.0,13100.436681222709
Maruti Alto 800 LXI,5,350000,5000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5.0,15873.015873015873
Mahindra KUV 100 mFALCON G80 K8 5str AW,8,530000,59000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82,5.0,29201.101928374657
Chevrolet Enjoy TCDi LTZ 7 Seater,12,350000,100000,Diesel,Individual,Manual,Third Owner,18.2,1248.0,73.8,7.0,19230.76923076923
Hyundai Sonata 2.4L AT,17,168000,50000,Petrol,Individual,Automatic,First Owner,11.0,2359.0,165,5.0,15272.727272727272
Renault KWID RXT,9,240000,45000,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,9535.160905840285
Maruti Swift Dzire VDi,15,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,11398.963730569947
Maruti Wagon R LXI Minor,17,110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061.0,67,5.0,5820.10582010582
Maruti Vitara Brezza ZDi Plus,9,850000,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,34979.423868312755
Maruti Ertiga VDI,11,545000,110000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,26239.768897448244
Toyota Innova Crysta 2.4 VX MT 8S BSIV,7,2064000,24000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8.0,150877.19298245615
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,7,950000,25000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,37848.60557768924
Hyundai EON Magna Plus,12,200000,68697,Petrol,Individual,Manual,Third Owner,21.1,814.0,55.2,5.0,9478.67298578199
Maruti Swift VDI Optional,8,660000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74,5.0,26190.47619047619
Honda Amaze VX i-DTEC,12,420000,40000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,16279.06976744186
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,15,150000,29000,Petrol,Individual,Manual,First Owner,16.5,1172.0,65,5.0,9090.90909090909
Chevrolet Beat Diesel LS,12,175000,68000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,6878.930817610062
Honda Amaze S CVT i-VTEC,7,750000,15000,Petrol,Individual,Automatic,First Owner,18.1,1199.0,88.7,5.0,41436.464088397785
Maruti Ritz VDi,11,425000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,18318.96551724138
Toyota Corolla Altis D-4D G,10,790000,126000,Diesel,Individual,Manual,Third Owner,21.43,1364.0,87.2,5.0,36864.20905272982
Toyota Innova 2.5 V Diesel 7-seater,14,830000,300000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102,7.0,64843.75
Honda Mobilio RS i DTEC,10,650000,94000,Diesel,Individual,Manual,Second Owner,24.5,1498.0,98.6,7.0,26530.61224489796
Toyota Corolla Altis D-4D J,10,780000,129000,Diesel,Individual,Manual,Third Owner,21.43,1364.0,87.2,5.0,36397.573495100325
Hyundai i10 Magna 1.1L,15,180000,55000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,9086.320040383645
Ford EcoSport 1.5 Diesel Trend Plus BSIV,6,869999,40000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,37826.04347826087
Tata Manza Aura (ABS) Quadrajet BS IV,14,275000,50000,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,13020.833333333332
Hyundai i20 1.2 Asta Option,8,630000,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,33870.967741935485
Toyota Corolla H2,17,150000,60000,Petrol,Individual,Manual,Second Owner,13.4,1794.0,125,5.0,11194.029850746268
Maruti Alto 800 LXI,9,315000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,13852.242744063326
Tata Indigo CR4,14,189000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70,5.0,8018.667798048366
Maruti Swift Dzire VDI,11,580000,120000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74,5.0,24786.32478632479
Fiat Punto 1.3 Emotion,16,150000,153000,Diesel,Individual,Manual,Second Owner,19.41878335651954,,,,7724.479811431644
Maruti Vitara Brezza VDi,7,825000,35000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,33950.61728395062
Tata Safari Storme VX,9,650000,60000,Diesel,Individual,Manual,Second Owner,14.1,2179.0,148,7.0,46099.29078014185
Honda City 1.3 EXI,21,50000,62000,Petrol,Individual,Manual,Second Owner,13.0,1343.0,90,5.0,3846.153846153846
Skoda Fabia 1.2 MPI Ambition,14,200000,120000,Petrol,Individual,Manual,Second Owner,16.25,1198.0,73.9,5.0,12307.692307692309
Tata Venture LX 7 Str,12,135000,120000,Diesel,Individual,Manual,Third Owner,15.42,1405.0,70,7.0,8754.863813229573
Hyundai i20 2015-2017 Sportz 1.4 CRDi,8,680000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,30168.589174800356
Hyundai i20 1.4 Sportz,8,670000,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,29724.933451641526
BMW 5 Series 525d,15,1000000,60000,Diesel,Individual,Automatic,First Owner,16.73,1995.0,218,5.0,59772.863120143455
Maruti Alto K10 2010-2014 VXI,15,240000,80000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,11472.27533460803
Force One SX ABS 7 Seating,11,555000,147279,Diesel,Individual,Manual,Second Owner,17.0,2200.0,139.01,7.0,32647.058823529413
Skoda Rapid 1.6 TDI Ambition Plus,12,455000,98000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,22195.121951219513
Maruti Swift Dzire VDI,7,750000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,26408.450704225354
Maruti Swift Dzire AMT ZDI,9,700000,90000,Diesel,Individual,Automatic,First Owner,26.59,1248.0,74,5.0,26325.686348251224
Tata Nano XTA,9,220000,22000,Petrol,Individual,Automatic,First Owner,21.9,624.0,37.48,4.0,10045.662100456622
Tata Indica V2 eLX,11,160000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69,5.0,6400.0
Chevrolet Sail Hatchback Diesel,12,225000,100000,Diesel,Individual,Manual,Second Owner,22.1,1248.0,76.9,5.0,10180.99547511312
Tata Indigo CS LX (TDI) BS III,17,140000,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69,5.0,7333.682556312206
Maruti Swift Dzire VDI,11,600000,70000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74,5.0,25641.025641025644
Mahindra XUV500 W10 2WD,10,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140,7.0,62500.0
Chevrolet Spark 1.0 LS,17,65000,100000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62,5.0,3611.1111111111113
Maruti Ignis 1.2 Delta BSIV,6,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,23934.897079942555
Mahindra XUV500 W10 2WD,8,1100000,88754,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140,7.0,68750.0
Ford Fiesta 1.6 SXI ABS Duratec,14,325000,53287,Petrol,Dealer,Manual,First Owner,19.41878335651954,,,,16736.372924768562
Mahindra XUV500 W6 2WD,8,1150000,43526,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140,7.0,71875.0
Skoda Fabia 1.2 MPI Ambition Plus,13,320000,55885,Petrol,Dealer,Manual,First Owner,16.25,1198.0,75,5.0,19692.30769230769
Ford Ecosport 1.5 Diesel Titanium,6,950000,16034,Diesel,Dealer,Manual,First Owner,21.7,1498.0,98.96,5.0,43778.801843317975
Ford Figo Diesel EXI,13,250000,156040,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68,5.0,12500.0
Ford Endeavour 2.5L 4X2 MT,21,400000,93415,Diesel,Dealer,Manual,First Owner,13.1,2499.0,141,7.0,30534.35114503817
BMW 5 Series 520d,17,1100000,122000,Diesel,Individual,Automatic,Second Owner,18.48,1995.0,177,5.0,59523.80952380952
Maruti Baleno Delta 1.3,8,600000,20000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74,5.0,21905.80503833516
Maruti Swift VVT VXI,8,509999,46000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,23181.772727272728
Skoda Rapid 1.6 MPI Active BSIV,9,395000,50000,Petrol,Individual,Manual,Third Owner,15.41,1598.0,103.2,5.0,25632.70603504218
Maruti Wagon R VXI,7,469000,5000,Petrol,Individual,Manual,First Owner,21.79,998.0,67.05,5.0,21523.634694814136
Maruti Alto 800 LX Optional,8,250000,42000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,10121.457489878543
Chevrolet Spark 1.0 LT,14,130000,68519,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5.0,8024.691358024692
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,6,906000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,39391.30434782609
Ford Figo Diesel ZXI,14,160000,85000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68,5.0,8000.0
Maruti Swift Dzire VXi,13,300000,88000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,17142.85714285714
Maruti 800 Uniq,15,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0,796.0,37.5,5.0,4285.714285714285
Maruti Swift Dzire VXI,11,400000,100000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,20942.40837696335
Tata Tiago XT,7,450000,22966,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.48,5.0,18875.838926174496
Mahindra Bolero 2011-2019 SLX,11,465000,80000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,29135.33834586466
Maruti Swift VDI,13,325000,80000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74,5.0,14192.139737991267
Maruti Alto LXi,17,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,7614.213197969543
Hyundai EON Era Plus,11,250000,2350,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,11848.341232227487
Maruti Alto LXi,14,175000,50000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,8883.248730964468
Maruti Alto LXi,15,175000,58000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,8883.248730964468
Honda City 2017-2020 VTEC,19,150000,80000,Petrol,Individual,Manual,Second Owner,16.9,1497.0,100,5.0,8875.739644970416
Mahindra Bolero Power Plus SLX,7,797000,60000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70,7.0,48303.030303030304
Hyundai Elite i20 Asta Option BSIV,6,800000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,43010.75268817204
Mahindra Bolero 2011-2019 SLX,6,750000,59872,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,46992.48120300752
Mahindra Scorpio M2DI,14,400000,140000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115,5.0,29629.62962962963
Maruti Alto LX,13,160000,110000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,8121.827411167513
Mahindra Bolero 2011-2019 SLX 2WD BSIII,9,700000,91182,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,43859.649122807015
Maruti Alto LXi,15,160000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,8121.827411167513
Hyundai i20 Asta 1.4 CRDi,13,400000,100000,Diesel,Individual,Manual,First Owner,21.27,1396.0,88.76,5.0,18805.829807240243
Toyota Etios Liva GD,12,451000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0,19118.270453582027
Maruti 800 Std BSIII,23,40000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,2484.4720496894406
Tata Manza Aura (ABS) Quadrajet BS IV,13,300000,70000,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5.0,14204.545454545454
Maruti Celerio ZXI Optional,8,421000,59500,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,18225.108225108223
Maruti Omni CNG,25,80000,100000,CNG,Individual,Manual,Second Owner,10.9,796.0, ,8.0,7339.4495412844035
Maruti Vitara Brezza ZDi Plus Dual Tone,9,950000,45000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,39094.65020576132
Hyundai i20 1.4 CRDi Asta,14,395000,75500,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90,5.0,17173.91304347826
Maruti Vitara Brezza ZDi Plus Dual Tone,9,950000,46000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0,39094.65020576132
Maruti Alto 800 LXI,12,270000,60000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,11873.35092348285
Hyundai i20 1.4 Asta (AT),16,360000,60000,Petrol,Individual,Automatic,Second Owner,15.0,1396.0,100,5.0,24000.0
Maruti Swift Ldi BSIII,17,235000,152500,Diesel,Individual,Manual,First Owner,17.8,1248.0,75,5.0,13202.247191011236
Mercedes-Benz E-Class E250 CDI Avantgrade,11,1850000,60000,Diesel,Individual,Automatic,Second Owner,13.0,2143.0,201.1,5.0,142307.6923076923
Toyota Fortuner 4x2 AT,10,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,151394.42231075696
Hyundai Grand i10 Sportz,8,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82,5.0,29100.529100529104
Mahindra XUV500 W10 2WD,10,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140,7.0,76562.5
Honda WR-V i-VTEC S,8,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,40000.0
Jeep Compass 2.0 Limited Option,8,1650000,69123,Diesel,Dealer,Manual,First Owner,17.1,1956.0,170,5.0,96491.22807017544
Honda Brio V MT,13,376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,19381.443298969072
Ford Ecosport 1.5 DV5 MT Titanium Optional,8,875000,77524,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,38546.25550660793
Hyundai i20 Sportz 1.2,11,459999,40523,Petrol,Dealer,Manual,Second Owner,18.5,1197.0,82.85,5.0,24864.81081081081
Maruti Swift VDI,7,755000,39000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74,5.0,26584.50704225352
Toyota Fortuner 3.0 Diesel,15,1050000,220000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171,7.0,91304.34782608696
Toyota Qualis GS C1,21,215000,218000,Diesel,Individual,Manual,Second Owner,19.41878335651954,,,,11071.754396385355
Mahindra XUV500 W8 4WD,10,1050000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140,7.0,69536.4238410596
Maruti Baleno Alpha Automatic,7,800000,25000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,37383.17757009346
Maruti Swift VDI BSIV,10,600000,31000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74,5.0,23809.52380952381
Maruti Baleno Sigma 1.2,8,530000,42000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,24766.35514018692
Maruti Swift Dzire VXI,10,450000,80000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,21582.73381294964
Maruti Alto K10 2010-2014 VXI,14,235000,60000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,11233.269598470362
Maruti Swift Dzire ZDI,12,550000,240000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74,5.0,23504.273504273504
Skoda Rapid 1.6 MPI AT Elegance,12,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5.0,27622.377622377622
Tata Tigor 1.2 Revotron XT,7,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84,5.0,22167.48768472906
Renault Triber RXT BSIV,6,600000,5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72,7.0,30000.0
Maruti Vitara Brezza VDi Option,9,610000,110000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,25102.880658436214
Hyundai i20 1.2 Asta Option,8,690000,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,37096.77419354839
Tata Nexon 1.2 Revotron XZ Plus,7,790000,15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,46470.58823529412
Maruti Alto K10 2010-2014 VXI,11,254999,40000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,12189.244741873805
Honda Jazz 1.2 V i VTEC,9,500000,41000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,26737.967914438505
Mahindra Bolero SLX,14,340000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63,7.0,25000.0
Tata Sumo CX 9 Seater,17,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68,9.0,12295.081967213115
Mahindra Bolero SLX,18,245000,110000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63,7.0,18014.70588235294
Volkswagen Vento 1.5 TDI Comfortline,10,515000,120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,25319.567354965584
Ambassador Grand 1500 DSZ BSIII,17,122000,60000,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52,5.0,9531.25
Hyundai i10 Magna 1.1L,16,160000,35000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,8076.728924785462
Maruti Alto LX,18,110000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,5583.756345177665
Maruti Swift LDI BSIV,11,360000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74,5.0,14285.714285714286
Maruti Swift VDI BSIV,16,210000,110000,Diesel,Individual,Manual,First Owner,19.41878335651954,,,,10814.2717360043
Hyundai Verna Transform SX VGT CRDi,14,260000,90000,Diesel,Individual,Manual,Third Owner,16.2,1493.0,110,5.0,16049.382716049384
Maruti Alto LXi,18,128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,6497.461928934011
Hyundai Verna 1.6 CRDi S,10,600000,80000,Diesel,Individual,Manual,Second Owner,23.9,1582.0,126.2,5.0,25104.602510460252
Toyota Fortuner 3.0 Diesel,15,800000,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171,7.0,69565.21739130435
Maruti Swift Dzire VDI,6,675000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,23767.605633802817
Mahindra XUV500 W10 2WD,10,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140,7.0,62500.0
Chevrolet Spark 1.0 LS,17,65000,100000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62,5.0,3611.1111111111113
Maruti Ignis 1.2 Delta BSIV,6,500000,10000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,23934.897079942555
Maruti SX4 Zxi BSIII,15,300000,50000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,20000.0
Maruti 800 AC,16,125000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,7763.975155279502
Hyundai Grand i10 Asta Option,8,550000,25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82,5.0,29100.529100529104
Maruti Alto LXi,18,150000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,7614.213197969543
Mahindra Scorpio Intelli Hybrid S6 Plus,8,891000,80000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120,7.0,57857.142857142855
Toyota Innova 2.5 VX (Diesel) 7 Seater,10,1050000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,80831.40877598153
Maruti Baleno RS 1.0 Petrol,7,750000,15000,Petrol,Individual,Manual,First Owner,21.1,998.0,100.5,5.0,35545.02369668246
Hyundai i20 Magna Optional 1.2,13,380000,27500,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.9,5.0,20540.54054054054
Toyota Innova 2.5 VX (Diesel) 8 Seater,12,800000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,61585.835257890685
Mahindra Logan Petrol 1.4 GLE,15,200000,120000,Petrol,Individual,Manual,First Owner,15.7,1390.0,75,5.0,12738.853503184713
Maruti Ciaz VDi Option SHVS,9,700000,70000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,24919.90032039872
Toyota Qualis FS B3,23,229999,290000,Diesel,Individual,Manual,First Owner,13.1,2446.0,75,10.0,17557.175572519085
Honda Accord 2.4 MT,15,300000,74000,Petrol,Individual,Manual,Second Owner,12.8,2354.0,177.6,5.0,23437.5
Honda Mobilio S i DTEC,10,670000,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,7.0,27685.95041322314
Honda City 2017-2020 GXi,18,210000,140000,Petrol,Individual,Manual,First Owner,17.7,1497.0,78,5.0,11864.406779661018
Maruti Ignis 1.2 Delta BSIV,8,370000,40000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,17711.823839157492
Maruti Baleno Delta Automatic,6,600000,20000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,28037.383177570096
Maruti Vitara Brezza VDi,5,810000,15000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,33333.333333333336
